,date,open,high,close,low,volume,amount,code,diff20,rate,rps20
0,2018-10-23 00:00:00.000000,4.34,4.41,4.32,4.28,2101728.0,9114162.0,603999,-0.8599999999999994,-0.24855491329479745,27.0
1,2018-10-22 00:00:00.000000,4.18,4.41,4.35,4.15,2494499.0,10754846.0,603999,-0.9500000000000002,-0.27941176470588247,24.0
2,2018-10-19 00:00:00.000000,4.06,4.18,4.16,3.94,2003926.0,8167391.0,603999,-1.2800000000000002,-0.44444444444444453,6.0
3,2018-10-18 00:00:00.000000,4.22,4.23,4.09,4.09,1131368.0,4668671.0,603999,-1.2999999999999998,-0.4659498207885304,4.0
4,2018-10-17 00:00:00.000000,4.17,4.22,4.22,4.12,1306216.0,5463564.0,603999,-1.1400000000000006,-0.3701298701298704,13.0
5,2018-10-16 00:00:00.000000,4.18,4.21,4.13,4.1,1423980.0,5921771.0,603999,-1.2400000000000002,-0.4290657439446368,9.0
6,2018-10-15 00:00:00.000000,4.22,4.32,4.13,4.13,1629881.0,6915689.0,603999,-1.4500000000000002,-0.5410447761194032,3.0
7,2018-10-12 00:00:00.000000,4.45,4.45,4.26,4.07,2256380.0,9604386.0,603999,-1.2800000000000002,-0.42953020134228204,8.0
8,2018-10-11 00:00:00.000000,4.75,4.76,4.44,4.44,3047767.0,13867452.0,603999,-1.1099999999999994,-0.3333333333333331,18.0
9,2018-10-10 00:00:00.000000,4.94,4.96,4.93,4.89,884145.0,4361106.0,603999,-0.7200000000000006,-0.1710213776722092,30.0
10,2018-10-09 00:00:00.000000,4.92,4.97,4.94,4.9,912900.0,4499218.0,603999,-0.6399999999999997,-0.1488372093023255,34.0
11,2018-10-08 00:00:00.000000,5.08,5.08,4.9,4.89,1685833.0,8391052.0,603999,-0.71,-0.16945107398568016,31.0
12,2018-09-28 00:00:00.000000,5.09,5.14,5.11,5.09,1094269.0,5601584.0,603999,-0.5599999999999996,-0.12307692307692297,35.0
13,2018-09-27 00:00:00.000000,5.21,5.21,5.08,5.07,1954822.0,10026543.0,603999,-0.71,-0.16247139588100684,33.0
14,2018-09-26 00:00:00.000000,5.21,5.25,5.21,5.18,1177514.0,6137847.0,603999,-0.5700000000000003,-0.12284482758620696,36.0
15,2018-09-25 00:00:00.000000,5.25,5.25,5.23,5.19,1165900.0,6086298.0,603999,-0.5499999999999998,-0.11752136752136746,38.0
16,2018-09-21 00:00:00.000000,5.19,5.28,5.26,5.18,1602520.0,8401708.0,603999,-0.33000000000000007,-0.0669371196754564,46.0
17,2018-09-20 00:00:00.000000,5.26,5.26,5.17,5.12,1824640.0,9461771.0,603999,-0.45999999999999996,-0.09766454352441613,42.0
18,2018-09-19 00:00:00.000000,5.21,5.29,5.24,5.17,1685680.0,8815755.0,603999,-0.39999999999999947,-0.08264462809917343,43.0
19,2018-09-18 00:00:00.000000,5.14,5.27,5.21,5.1,1652234.0,8572609.0,603999,-0.5499999999999998,-0.11802575107296133,37.0
20,2018-09-17 00:00:00.000000,5.3,5.3,5.18,5.04,1500772.0,7849822.0,603999,-0.4800000000000004,-0.10212765957446819,40.0
21,2018-09-14 00:00:00.000000,5.44,5.45,5.3,5.3,1726800.0,9290702.0,603999,-0.3200000000000003,-0.06425702811244986,47.0
22,2018-09-13 00:00:00.000000,5.41,5.47,5.44,5.39,800228.0,4339360.0,603999,-0.2699999999999996,-0.05222437137330745,54.0
23,2018-09-12 00:00:00.000000,5.36,5.47,5.39,5.34,886248.0,4797313.0,603999,-0.3700000000000001,-0.07370517928286856,45.0
24,2018-09-11 00:00:00.000000,5.36,5.43,5.36,5.35,922400.0,4959054.0,603999,-0.54,-0.11203319502074689,39.0
25,2018-09-10 00:00:00.000000,5.61,5.62,5.37,5.32,1524580.0,8331374.0,603999,-0.47999999999999954,-0.09815950920245388,41.0
26,2018-09-07 00:00:00.000000,5.54,5.63,5.58,5.53,1087162.0,6069073.0,603999,-0.21999999999999975,-0.04104477611940294,58.0
27,2018-09-06 00:00:00.000000,5.55,5.59,5.54,5.52,887362.0,4930964.0,603999,-0.28000000000000025,-0.05323193916349815,53.0
28,2018-09-05 00:00:00.000000,5.63,5.65,5.55,5.54,1251500.0,7006244.0,603999,-0.20999999999999996,-0.039325842696629205,59.0
29,2018-09-04 00:00:00.000000,5.62,5.68,5.65,5.54,2162060.0,12125151.0,603999,-0.040000000000000036,-0.007130124777183606,75.0
30,2018-09-03 00:00:00.000000,5.62,5.66,5.58,5.55,1290120.0,7217068.0,603999,0.07000000000000028,0.012389380530973501,85.0
31,2018-08-31 00:00:00.000000,5.63,5.68,5.61,5.61,1235940.0,6968323.0,603999,0.07000000000000028,0.01232394366197188,84.0
32,2018-08-30 00:00:00.000000,5.74,5.78,5.67,5.66,1664460.0,9502802.0,603999,0.040000000000000036,0.007005253940455348,83.0
33,2018-08-29 00:00:00.000000,5.82,5.98,5.79,5.77,3420066.0,20094476.0,603999,-0.040000000000000036,-0.006956521739130441,77.0
34,2018-08-28 00:00:00.000000,5.79,5.83,5.78,5.73,1683680.0,9732112.0,603999,-0.1200000000000001,-0.021201413427561856,69.0
35,2018-08-27 00:00:00.000000,5.6,5.79,5.78,5.6,2107938.0,12057161.0,603999,-0.040000000000000036,-0.0069686411149825845,76.0
36,2018-08-24 00:00:00.000000,5.66,5.66,5.59,5.59,854343.0,4798198.0,603999,-0.33000000000000007,-0.06273764258555135,48.0
37,2018-08-23 00:00:00.000000,5.68,5.7,5.63,5.58,1215220.0,6858434.0,603999,-0.41000000000000014,-0.07854406130268202,44.0
38,2018-08-22 00:00:00.000000,5.74,5.8,5.64,5.63,1158640.0,6598456.0,603999,-0.2400000000000002,-0.04444444444444449,57.0
39,2018-08-21 00:00:00.000000,5.7,5.84,5.76,5.6,1767760.0,10172833.0,603999,-0.1200000000000001,-0.02127659574468087,68.0
40,2018-08-20 00:00:00.000000,5.62,5.68,5.66,5.54,1218760.0,6838904.0,603999,-0.08999999999999986,-0.016157989228007156,70.0
41,2018-08-17 00:00:00.000000,5.8,5.8,5.62,5.59,1249300.0,7088236.0,603999,-0.13999999999999968,-0.025547445255474394,65.0
42,2018-08-16 00:00:00.000000,5.71,5.82,5.71,5.66,1323500.0,7600034.0,603999,-0.1200000000000001,-0.02146690518783544,67.0
43,2018-08-15 00:00:00.000000,5.89,5.91,5.76,5.71,1857020.0,10767553.0,603999,0.02999999999999936,0.005181347150258957,82.0
44,2018-08-14 00:00:00.000000,5.85,6.02,5.9,5.83,2924220.0,17276931.0,603999,0.1800000000000006,0.029605263157894832,88.0
45,2018-08-13 00:00:00.000000,5.73,5.87,5.85,5.69,1946420.0,11266084.0,603999,0.1999999999999993,0.03305785123966931,90.0
46,2018-08-10 00:00:00.000000,5.8,5.85,5.8,5.76,1713437.0,9931544.0,603999,0.08000000000000007,0.01360544217687076,86.0
47,2018-08-09 00:00:00.000000,5.71,5.99,5.82,5.7,3049305.0,17831934.0,603999,0.11000000000000032,0.01854974704890393,87.0
48,2018-08-08 00:00:00.000000,5.51,5.84,5.76,5.51,3261420.0,18657082.0,603999,0.17999999999999972,0.03030303030303026,89.0
49,2018-08-07 00:00:00.000000,5.56,5.75,5.69,5.51,1979320.0,11150764.0,603999,-0.13999999999999968,-0.025225225225225165,66.0
50,2018-08-06 00:00:00.000000,5.54,5.59,5.51,5.47,1547440.0,8562128.0,603999,-0.2400000000000002,-0.04554079696394691,56.0
51,2018-08-03 00:00:00.000000,5.63,5.67,5.54,5.54,1419500.0,7966267.0,603999,-0.08000000000000007,-0.014652014652014666,71.0
52,2018-08-02 00:00:00.000000,5.75,5.85,5.63,5.48,3339034.0,18780713.0,603999,-0.08000000000000007,-0.014414414414414429,72.0
53,2018-08-01 00:00:00.000000,5.9,6.03,5.83,5.82,2479860.0,14661887.0,603999,-0.04999999999999982,-0.008650519031141838,73.0
54,2018-07-31 00:00:00.000000,5.82,5.97,5.9,5.79,1651400.0,9740203.0,603999,-0.04999999999999982,-0.008547008547008517,74.0
55,2018-07-30 00:00:00.000000,5.92,5.94,5.82,5.75,2231900.0,12994072.0,603999,0.020000000000000462,0.003424657534246654,81.0
56,2018-07-27 00:00:00.000000,6.0,6.0,5.92,5.91,2326900.0,13846784.0,603999,-0.040000000000000036,-0.00680272108843538,78.0
57,2018-07-26 00:00:00.000000,5.83,6.06,6.04,5.83,5689832.0,34000249.0,603999,0.21999999999999975,0.03514376996805108,92.0
58,2018-07-25 00:00:00.000000,5.91,5.97,5.88,5.84,2815274.0,16593169.0,603999,-0.020000000000000462,-0.0034129692832765295,79.0
59,2018-07-24 00:00:00.000000,5.78,5.9,5.88,5.73,4224770.0,24640400.0,603999,-0.1900000000000004,-0.033391915641476345,62.0
60,2018-07-23 00:00:00.000000,5.67,5.77,5.75,5.65,2918446.0,16671345.0,603999,-0.15000000000000036,-0.02678571428571435,64.0
61,2018-07-20 00:00:00.000000,5.56,5.81,5.76,5.56,4647340.0,26419590.0,603999,-0.1800000000000006,-0.03225806451612914,63.0
62,2018-07-19 00:00:00.000000,5.86,6.18,5.83,5.8,6842441.0,40683576.0,603999,0.0,0.0,80.0
63,2018-07-18 00:00:00.000000,5.72,5.84,5.73,5.7,3426958.0,19727914.0,603999,-0.3299999999999992,-0.06111111111111094,50.0
64,2018-07-17 00:00:00.000000,5.64,5.76,5.72,5.62,2723820.0,15536909.0,603999,-0.3200000000000003,-0.05925925925925932,51.0
65,2018-07-16 00:00:00.000000,5.73,5.75,5.65,5.6,2432944.0,13749026.0,603999,-1.0199999999999996,-0.22030237580993509,29.0
66,2018-07-13 00:00:00.000000,5.78,5.78,5.72,5.67,2125992.0,12151592.0,603999,-1.2800000000000002,-0.2882882882882884,22.0
67,2018-07-12 00:00:00.000000,5.61,5.76,5.71,5.59,2823574.0,16088261.0,603999,-1.2800000000000002,-0.288939051918736,20.0
68,2018-07-11 00:00:00.000000,5.74,5.74,5.58,5.5,2934436.0,16514583.0,603999,-1.7299999999999995,-0.44935064935064917,5.0
69,2018-07-10 00:00:00.000000,5.76,5.84,5.83,5.71,2270700.0,13142404.0,603999,-1.4299999999999997,-0.3249999999999999,19.0
70,2018-07-09 00:00:00.000000,5.63,5.78,5.75,5.61,2337999.0,13319870.0,603999,-1.7199999999999998,-0.42679900744416865,10.0
71,2018-07-06 00:00:00.000000,5.72,5.76,5.62,5.46,3500340.0,19722129.0,603999,-2.08,-0.5875706214689266,2.0
72,2018-07-05 00:00:00.000000,5.89,5.92,5.71,5.7,2787522.0,16260474.0,603999,-2.2,-0.6267806267806268,1.0
73,2018-07-04 00:00:00.000000,5.92,6.03,5.88,5.86,2729038.0,16160486.0,603999,-1.3100000000000005,-0.28665207877461724,23.0
74,2018-07-03 00:00:00.000000,5.81,5.97,5.95,5.79,3709979.0,21813558.0,603999,-1.1499999999999995,-0.23958333333333318,28.0
75,2018-07-02 00:00:00.000000,5.94,5.95,5.8,5.77,3403320.0,19956189.0,603999,-1.2999999999999998,-0.28888888888888886,21.0
76,2018-06-29 00:00:00.000000,5.76,5.99,5.96,5.76,3489320.0,20605760.0,603999,-1.2400000000000002,-0.26271186440677974,26.0
77,2018-06-28 00:00:00.000000,5.86,5.92,5.82,5.72,4180640.0,24363931.0,603999,-1.2399999999999993,-0.2707423580786024,25.0
78,2018-06-27 00:00:00.000000,6.12,6.13,5.9,5.83,7478780.0,44681233.0,603999,-1.7799999999999994,-0.43203883495145606,7.0
79,2018-06-26 00:00:00.000000,5.75,6.09,6.07,5.72,8778180.0,51530273.0,603999,-1.6499999999999995,-0.37330316742081426,12.0
80,2018-06-25 00:00:00.000000,5.94,6.05,5.9,5.9,1883600.0,11215378.0,603999,-1.5699999999999994,-0.3625866050808312,14.0
81,2018-06-22 00:00:00.000000,5.74,5.95,5.94,5.72,2816002.0,16579416.0,603999,-1.5799999999999992,-0.36238532110091715,15.0
82,2018-06-21 00:00:00.000000,6.02,6.28,5.83,5.8,5441955.0,32707246.0,603999,-1.6600000000000001,-0.3980815347721823,11.0
83,2018-06-20 00:00:00.000000,5.82,6.13,6.06,5.82,2900575.0,17506654.0,603999,-1.5500000000000007,-0.3436807095343683,17.0
84,2018-06-19 00:00:00.000000,6.6,6.6,6.04,6.0,5820008.0,35955799.0,603999,-1.5599999999999996,-0.3482142857142856,16.0
85,2018-06-15 00:00:00.000000,7.03,7.08,6.67,6.55,4999920.0,33917702.0,603999,-0.9500000000000002,-0.16608391608391612,32.0
86,2018-06-14 00:00:00.000000,6.9,7.06,7.0,6.85,3610177.0,25188670.0,603999,-0.3799999999999999,-0.05740181268882173,52.0
87,2018-06-13 00:00:00.000000,7.31,7.31,6.99,6.96,6537145.0,46488293.0,603999,-0.41000000000000014,-0.0623100303951368,49.0
88,2018-06-12 00:00:00.000000,7.15,7.34,7.31,7.07,6664120.0,47987984.0,603999,-0.25,-0.03541076487252125,61.0
89,2018-06-11 00:00:00.000000,7.41,7.55,7.26,7.16,9348524.0,68883543.0,603999,-0.33999999999999986,-0.049132947976878595,55.0
90,2018-06-08 00:00:00.000000,7.48,7.5,7.47,7.21,14673503.0,107819694.0,603999,-0.27000000000000046,-0.03750000000000007,60.0
91,2018-06-07 00:00:00.000000,7.78,7.8,7.7,7.6,16762634.0,129070531.0,603999,0.28000000000000025,0.03508771929824565,91.0
92,2018-06-06 00:00:00.000000,7.2,7.91,7.91,7.2,24016832.0,188171471.0,603999,0.7400000000000002,0.0855491329479769,93.0
93,2018-06-05 00:00:00.000000,7.06,7.25,7.19,7.06,1677583.0,12017454.0,603999,,,
94,2018-06-04 00:00:00.000000,7.08,7.15,7.1,7.06,1359057.0,9642406.0,603999,,,
95,2018-06-01 00:00:00.000000,7.14,7.2,7.1,7.03,2265580.0,16115522.0,603999,,,
96,2018-05-31 00:00:00.000000,7.05,7.23,7.2,7.05,2643737.0,18964547.0,603999,,,
97,2018-05-30 00:00:00.000000,7.54,7.54,7.06,7.05,5607887.0,40688325.0,603999,,,
98,2018-05-29 00:00:00.000000,7.65,7.83,7.68,7.58,5816967.0,44761253.0,603999,,,
99,2018-05-28 00:00:00.000000,7.48,7.78,7.72,7.41,6483664.0,49646099.0,603999,,,
100,2018-05-25 00:00:00.000000,7.54,7.54,7.47,7.39,2618040.0,19530715.0,603999,,,
101,2018-05-24 00:00:00.000000,7.48,7.64,7.52,7.46,3106582.0,23470368.0,603999,,,
102,2018-05-23 00:00:00.000000,7.59,7.62,7.49,7.46,3280620.0,24731294.0,603999,,,
103,2018-05-22 00:00:00.000000,7.54,7.62,7.61,7.46,4582024.0,34488444.0,603999,,,
104,2018-05-21 00:00:00.000000,7.7,7.97,7.6,7.57,7827201.0,60459993.0,603999,,,
105,2018-05-18 00:00:00.000000,7.35,7.71,7.62,7.34,5508964.0,41496466.0,603999,,,
106,2018-05-17 00:00:00.000000,7.4,7.47,7.38,7.33,2934320.0,21726077.0,603999,,,
107,2018-05-16 00:00:00.000000,7.5,7.52,7.4,7.38,3379760.0,25138839.0,603999,,,
108,2018-05-15 00:00:00.000000,7.52,7.6,7.56,7.4,4494164.0,33711582.0,603999,,,
109,2018-05-14 00:00:00.000000,7.59,7.66,7.6,7.41,6946060.0,52252107.0,603999,,,
110,2018-05-11 00:00:00.000000,7.31,7.8,7.74,7.31,12546122.0,95216237.0,603999,,,
111,2018-05-10 00:00:00.000000,7.2,7.8,7.42,7.14,7276954.0,53803749.0,603999,,,
112,2018-05-09 00:00:00.000000,7.15,7.19,7.17,7.08,2862786.0,20402613.0,603999,,,
